hid,sample_geo,gqtype,gqrtotals,gqtotals
782306,300,1,1,1
782515,1300,2,1,1
783670,100,1,1,1
785270,1500,1,1,1
786689,300,1,1,1
786789,302,2,1,1
787925,300,1,1,1
788216,904,1,1,1
788589,900,2,1,1
789330,904,2,1,1
789423,1300,2,1,1
790223,1300,2,1,1
791143,905,2,1,1
792163,1300,1,1,1
792192,903,2,1,1
793276,901,2,1,1
794535,104,2,1,1
796409,1100,1,1,1
796777,103,2,1,1
797051,901,2,1,1
797581,100,2,1,1
798466,1300,2,1,1
798964,1101,1,1,1
799761,1300,1,1,1
800840,1300,2,1,1
801907,102,1,1,1
802340,1300,2,1,1
802505,905,2,1,1
802644,105,1,1,1
802897,1300,2,1,1
803371,904,1,1,1
804089,300,1,1,1
804825,905,2,1,1
805741,104,2,1,1
806979,905,1,1,1
807279,901,1,1,1
807963,104,1,1,1
808362,104,2,1,1
808559,500,1,1,1
809016,904,2,1,1
810742,302,2,1,1
812096,1101,2,1,1
812526,905,1,1,1
813325,903,2,1,1
814172,700,2,1,1
814493,1101,2,1,1
814796,105,2,1,1
814964,700,1,1,1
815417,303,2,1,1
816356,1101,2,1,1
816573,300,2,1,1
816979,105,1,1,1
817059,700,2,1,1
817277,901,1,1,1
817606,905,2,1,1
818663,303,1,1,1
819051,300,1,1,1
819566,905,2,1,1
820960,700,2,1,1
821177,903,2,1,1
821770,1300,2,1,1
821814,1101,2,1,1
821901,302,2,1,1
823329,1300,2,1,1
824352,500,1,1,1
825561,1500,2,1,1
825717,102,1,1,1
826055,100,1,1,1
826403,302,2,1,1
826815,105,1,1,1
827414,1101,2,1,1
827876,301,1,1,1
828654,303,1,1,1
828871,105,1,1,1
828896,104,2,1,1
829826,300,1,1,1
829858,300,1,1,1
832612,300,1,1,1
832746,304,1,1,1
833279,1101,2,1,1
834013,101,1,1,1
836447,302,1,1,1
838266,903,2,1,1
838512,300,1,1,1
839146,1300,2,1,1
840264,104,2,1,1
841918,903,2,1,1
842752,1500,2,1,1
845114,904,2,1,1
845653,904,2,1,1
846830,700,1,1,1
846918,300,1,1,1
847900,700,2,1,1
848370,1300,2,1,1
848753,903,2,1,1
849222,1500,1,1,1
849686,500,2,1,1
849698,905,2,1,1
850050,906,2,1,1
851282,700,2,1,1
852323,1101,2,1,1
852576,300,1,1,1
853642,906,2,1,1
853686,304,1,1,1
854412,1300,2,1,1
854670,302,2,1,1
855704,1300,2,1,1
855802,102,1,1,1
855988,300,1,1,1
856144,1101,1,1,1
856398,1101,1,1,1
856695,303,2,1,1
858889,1500,2,1,1
860150,105,1,1,1
860818,1500,1,1,1
860863,300,1,1,1
862382,900,1,1,1
862587,1100,2,1,1
863745,900,2,1,1
864416,905,2,1,1
864808,101,2,1,1
865030,300,1,1,1
865830,104,2,1,1
866291,1500,2,1,1
867184,1100,2,1,1
869036,903,2,1,1
870814,1101,2,1,1
871183,700,2,1,1
871264,1101,2,1,1
872110,904,2,1,1
874107,302,2,1,1
874147,700,2,1,1
875609,104,1,1,1
875613,105,1,1,1
876676,901,1,1,1
876753,1500,1,1,1
878359,500,1,1,1
878383,900,2,1,1
878481,302,2,1,1
878833,101,2,1,1
878836,100,2,1,1
879421,306,2,1,1
879838,903,1,1,1
882441,500,1,1,1
882723,903,2,1,1
883042,103,2,1,1
883985,1300,2,1,1
884692,700,2,1,1
884908,301,2,1,1
884984,300,1,1,1
885918,1300,2,1,1
886240,1300,2,1,1
887126,1300,2,1,1
887836,302,2,1,1
888992,1101,2,1,1
890486,300,1,1,1
891541,1101,2,1,1
892568,1101,1,1,1
892751,700,1,1,1
893412,902,1,1,1
895046,902,1,1,1
895256,905,2,1,1
896535,905,1,1,1
896993,306,2,1,1
897208,906,1,1,1
900082,300,1,1,1
900249,1500,2,1,1
901143,905,1,1,1
901155,904,1,1,1
901328,902,1,1,1
902090,104,1,1,1
902924,304,1,1,1
903227,302,2,1,1
904561,300,1,1,1
905089,900,1,1,1
905841,105,1,1,1
906271,905,2,1,1
906386,105,1,1,1
907845,300,1,1,1
909464,301,1,1,1
909690,100,2,1,1
910119,105,2,1,1
910634,902,1,1,1
911101,1101,2,1,1
911273,105,1,1,1
912543,900,1,1,1
913252,902,1,1,1
913862,302,2,1,1
915182,901,1,1,1
915861,1100,1,1,1
916478,904,2,1,1
916643,904,2,1,1
916840,902,1,1,1
916940,302,2,1,1
917737,1101,1,1,1
917821,903,2,1,1
921719,104,1,1,1
922044,1300,2,1,1
922749,1300,2,1,1
922879,100,2,1,1
923517,902,2,1,1
924258,101,1,1,1
924892,105,1,1,1
925017,104,1,1,1
925406,700,2,1,1
925885,305,1,1,1
926074,301,1,1,1
926966,903,2,1,1
927099,100,2,1,1
927560,303,2,1,1
927853,906,1,1,1
929424,100,2,1,1
930256,101,1,1,1
930749,303,1,1,1
930758,500,2,1,1
931017,1101,1,1,1
931062,700,1,1,1
931368,905,2,1,1
931790,1300,2,1,1
933502,1101,2,1,1
934901,105,1,1,1
934937,103,1,1,1
935125,1101,2,1,1
936403,1300,2,1,1
936507,1100,2,1,1
938697,103,2,1,1
939205,301,1,1,1
941391,304,1,1,1
942081,1300,2,1,1
943055,303,1,1,1
944292,1300,2,1,1
944839,1101,2,1,1
945709,1500,2,1,1
947404,700,2,1,1
947602,300,1,1,1
947781,900,2,1,1
949630,500,1,1,1
951240,102,1,1,1
951366,905,2,1,1
951446,700,2,1,1
951457,306,2,1,1
952119,905,2,1,1
952233,905,2,1,1
952726,100,1,1,1
953203,1300,1,1,1
953614,900,1,1,1
953703,1300,2,1,1
953893,1500,1,1,1
954572,1101,2,1,1
955518,1100,2,1,1
955970,905,2,1,1
956134,700,2,1,1
956168,903,1,1,1
956216,906,2,1,1
957321,700,2,1,1
958970,104,2,1,1
959203,1300,2,1,1
959841,700,1,1,1
959896,902,1,1,1
960751,301,1,1,1
962869,905,2,1,1
963243,905,1,1,1
964609,101,2,1,1
964868,100,1,1,1
965131,905,1,1,1
966582,103,1,1,1
967094,700,2,1,1
969689,1100,1,1,1
969799,906,1,1,1
970138,906,1,1,1
970436,302,2,1,1
970664,300,1,1,1
970821,904,2,1,1
972107,1300,2,1,1
972214,1300,2,1,1
974457,1500,2,1,1
975102,303,1,1,1
977182,1500,2,1,1
977370,905,2,1,1
977930,906,1,1,1
977992,1500,1,1,1
979763,1100,1,1,1
980546,906,1,1,1
981913,1300,2,1,1
982068,304,1,1,1
983545,904,1,1,1
985701,300,1,1,1
986119,904,2,1,1
986274,1100,2,1,1
986346,900,2,1,1
986449,906,2,1,1
988833,1300,2,1,1
988953,901,1,1,1
989243,905,1,1,1
989487,900,1,1,1
989810,903,2,1,1
989979,900,2,1,1
991171,300,1,1,1
991574,1100,1,1,1
991970,700,2,1,1
992145,906,1,1,1
993019,104,2,1,1
993031,305,2,1,1
994064,1101,2,1,1
994686,1101,2,1,1
995302,1500,2,1,1
995581,303,1,1,1
995922,700,1,1,1
996737,1101,2,1,1
996874,305,2,1,1
996902,903,1,1,1
997299,902,2,1,1
997667,700,2,1,1
997923,1300,1,1,1
999356,1100,1,1,1
1000403,101,2,1,1
1000685,1300,2,1,1
1000896,902,2,1,1
1001266,1101,1,1,1
1001718,903,2,1,1
1002248,303,1,1,1
1002959,100,1,1,1
1005562,302,2,1,1
1006196,905,2,1,1
1006773,1300,1,1,1
1006833,1300,2,1,1
1007005,1101,1,1,1
1007383,900,2,1,1
1007776,102,1,1,1
1008470,105,2,1,1
1008556,303,1,1,1
1008587,1101,2,1,1
1008956,700,1,1,1
1009332,1101,1,1,1
1009714,1300,2,1,1
1010069,301,2,1,1
1011386,300,2,1,1
1011942,1300,2,1,1
1014311,1500,2,1,1
1015279,700,2,1,1
1015373,1101,1,1,1
1015562,1300,2,1,1
1016275,905,2,1,1
1017155,1500,2,1,1
1017388,302,1,1,1
1017443,300,2,1,1
1017456,302,2,1,1
1018097,700,2,1,1
1019725,1101,2,1,1
1020459,104,1,1,1
1020958,100,2,1,1
1020991,306,1,1,1
1021147,300,1,1,1
1022124,906,1,1,1
1022392,901,2,1,1
1022797,700,2,1,1
1022884,905,2,1,1
1023072,904,2,1,1
1024155,900,1,1,1
1024932,1500,2,1,1
1025317,902,2,1,1
1028228,302,2,1,1
1028347,303,1,1,1
1029499,102,2,1,1
1030566,1300,2,1,1
1030698,100,2,1,1
1030928,1300,2,1,1
1030977,900,1,1,1
1031843,1101,1,1,1
1032450,901,2,1,1
1033559,303,1,1,1
1034086,1300,2,1,1
1034102,1500,2,1,1
1034235,905,2,1,1
1034990,700,1,1,1
1035039,1300,2,1,1
1036079,500,1,1,1
1036962,102,2,1,1
1037473,905,2,1,1
1037680,1101,1,1,1
1037835,305,2,1,1
1037853,302,2,1,1
1038422,302,2,1,1
1038436,300,1,1,1
1038654,900,2,1,1
1039074,903,2,1,1
1039533,105,1,1,1
1041438,905,2,1,1
1041992,1101,1,1,1
1042151,903,2,1,1
1042911,700,2,1,1
1043375,700,1,1,1
1044328,1300,1,1,1
1044557,1500,2,1,1
1045152,905,2,1,1
1045296,101,2,1,1
1046494,302,2,1,1
1050434,303,1,1,1
1050815,301,1,1,1
1051622,304,1,1,1
1052458,500,1,1,1
1052504,302,1,1,1
1053164,1100,1,1,1
1054144,302,2,1,1
1054474,101,2,1,1
1054825,104,1,1,1
1057239,101,2,1,1
1057247,1300,2,1,1
1057337,903,2,1,1
1057764,105,2,1,1
1058455,101,2,1,1
1059433,903,2,1,1
1060138,901,1,1,1
1060607,904,1,1,1
1060951,300,1,1,1
1061158,300,1,1,1
1061876,1500,2,1,1
1062514,300,1,1,1
1062956,100,2,1,1
1063814,1100,1,1,1
1064318,104,1,1,1
1064824,903,1,1,1
1065091,1101,1,1,1
1065140,1101,2,1,1
1065802,303,2,1,1
1067409,1300,2,1,1
1068210,903,2,1,1
1068552,903,2,1,1
1068610,1300,2,1,1
1068790,700,1,1,1
1072733,1300,2,1,1
1073337,303,2,1,1
1073777,300,1,1,1
1074212,904,1,1,1
1074977,100,2,1,1
1075495,302,1,1,1
1075826,100,2,1,1
1078011,102,1,1,1
1078107,102,2,1,1
1079042,1101,2,1,1
1079119,103,2,1,1
1079759,304,1,1,1
1079870,100,2,1,1
1080487,101,2,1,1
1081412,1300,2,1,1
1081926,905,2,1,1
1082220,1500,2,1,1
1082622,1101,1,1,1
1083235,104,2,1,1
1083457,1100,1,1,1
1084795,905,2,1,1
1085078,1300,2,1,1
1085301,302,2,1,1
1085619,905,2,1,1
1087122,500,2,1,1
1088182,1101,2,1,1
1088964,101,1,1,1
1089010,1500,2,1,1
1089245,300,2,1,1
1089888,700,2,1,1
1090776,102,1,1,1
1090935,1300,2,1,1
1091156,1300,2,1,1
1091336,900,1,1,1
1093271,1300,2,1,1
1094466,903,1,1,1
1095058,905,2,1,1
1095098,304,1,1,1
1095266,300,1,1,1
1095431,905,2,1,1
1095646,302,2,1,1
1095921,905,2,1,1
1096018,905,1,1,1
1096428,1300,2,1,1
1097100,904,1,1,1
1097350,302,2,1,1
1098198,100,1,1,1
1098871,1300,2,1,1
1099206,700,1,1,1
1100802,302,2,1,1
1101572,904,2,1,1
1101908,102,1,1,1
1102174,100,1,1,1
1102200,104,1,1,1
1104247,303,1,1,1
1104604,300,1,1,1
1105066,101,1,1,1
1106577,102,2,1,1
1107822,1500,2,1,1
1108019,300,1,1,1
1108785,905,1,1,1
1109593,1101,1,1,1
1109990,1100,2,1,1
1110514,905,2,1,1
1111844,906,1,1,1
1112802,500,1,1,1
1112865,1101,1,1,1
1112908,306,2,1,1
1113045,700,1,1,1
1113500,103,2,1,1
1115117,305,1,1,1
1115412,700,1,1,1
1115435,1500,2,1,1
1116372,305,2,1,1
1117019,302,2,1,1
1118718,1300,2,1,1
1119580,900,1,1,1
1119885,304,1,1,1
1119926,303,2,1,1
1119939,302,1,1,1
1120791,104,1,1,1
1121204,1500,2,1,1
1121399,700,1,1,1
1121748,1300,2,1,1
1121749,903,2,1,1
1121918,103,1,1,1
1124898,302,1,1,1
1125549,103,2,1,1
1126041,101,2,1,1
1127361,1101,1,1,1
1127388,300,2,1,1
1128763,100,2,1,1
1128906,303,1,1,1
1129737,303,2,1,1
1130505,103,1,1,1
1130530,101,2,1,1
1130981,1500,2,1,1
1131585,1300,2,1,1
1133742,902,1,1,1
1134327,1101,2,1,1
1134600,104,1,1,1
1135317,1100,2,1,1
1137376,500,1,1,1
1139751,101,2,1,1
1139851,303,2,1,1
1140511,1300,2,1,1
1141184,303,2,1,1
1141752,1101,2,1,1
1141824,100,2,1,1
1143782,302,2,1,1
1144665,101,2,1,1
1145614,1101,2,1,1
1145720,101,1,1,1
1146092,306,2,1,1
1147865,1300,2,1,1
1148250,700,2,1,1
1149222,904,2,1,1
1149269,906,1,1,1
1151777,1300,1,1,1
1151858,1300,2,1,1
1152105,905,2,1,1
1152710,500,2,1,1
1153340,500,2,1,1
1153708,303,1,1,1
1154284,1101,1,1,1
1154398,1101,2,1,1
1154507,104,1,1,1
1154720,302,2,1,1
1155502,905,2,1,1
1156052,305,2,1,1
1156469,903,2,1,1
1156571,103,1,1,1
1156758,305,2,1,1
1157492,1101,2,1,1
1159320,101,2,1,1
1159845,1300,2,1,1
1161382,1300,2,1,1
1162684,700,1,1,1
1163083,1101,2,1,1
1163505,302,2,1,1
1163966,1300,2,1,1
1164539,1300,2,1,1
1165707,301,1,1,1
1166764,905,2,1,1
1167880,100,2,1,1
1167993,1300,2,1,1
1168992,300,1,1,1
1170910,300,1,1,1
1171565,903,2,1,1
1172329,300,1,1,1
1172383,901,2,1,1
1174341,900,1,1,1
1174984,104,2,1,1
1175520,903,2,1,1
1176262,1100,1,1,1
1176968,906,1,1,1
1177179,302,1,1,1
1177422,105,1,1,1
1177505,302,2,1,1
1177627,104,1,1,1
1178938,905,2,1,1
1179034,1101,2,1,1
1179216,1300,2,1,1
1179220,303,2,1,1
1179806,700,2,1,1
1180140,904,1,1,1
1181555,902,2,1,1
1182677,104,1,1,1
1183201,302,2,1,1
1183840,306,1,1,1
1185105,1101,2,1,1
1186192,300,1,1,1
1187089,1300,2,1,1
1187614,905,2,1,1
1188645,905,2,1,1
1189698,905,2,1,1
1190983,1300,2,1,1
1191458,901,2,1,1
1191623,905,2,1,1
1192143,905,1,1,1
1192978,905,1,1,1
1194182,500,2,1,1
1195713,905,2,1,1
1196081,1101,1,1,1
1196607,1101,2,1,1
1196812,300,1,1,1
1196883,700,2,1,1
1197199,901,2,1,1
1197336,101,1,1,1
1197484,1300,2,1,1
1197492,700,2,1,1
1197688,500,2,1,1
1197730,302,2,1,1
1200761,700,2,1,1
1200967,100,1,1,1
1201357,101,1,1,1
1201625,1500,2,1,1
1202013,905,1,1,1
1202359,1300,2,1,1
1204131,1300,2,1,1
1204302,1300,2,1,1
1204805,1300,2,1,1
1205677,1300,2,1,1
1205748,302,2,1,1
1205849,905,2,1,1
1206310,304,1,1,1
1206460,302,1,1,1
1206836,500,2,1,1
1207529,1300,2,1,1
1208406,500,1,1,1
1209270,1300,2,1,1
1209528,104,1,1,1
1209926,900,1,1,1
1210264,101,1,1,1
1211047,902,2,1,1
1212846,1300,1,1,1
1212891,305,2,1,1
1213207,1101,2,1,1
1213610,1300,2,1,1
1213981,1101,1,1,1
1214651,901,2,1,1
1214787,302,2,1,1
1215545,901,1,1,1
1215641,903,2,1,1
1216001,500,1,1,1
1217671,903,2,1,1
1218526,904,2,1,1
1218741,500,1,1,1
1218767,1300,2,1,1
1219110,902,1,1,1
1219375,700,2,1,1
1219732,1300,2,1,1
1219933,905,1,1,1
1221462,905,2,1,1
1221660,100,2,1,1
1223122,903,2,1,1
1223401,304,2,1,1
1224023,900,1,1,1
1226493,905,1,1,1
1226693,304,1,1,1
1227442,905,2,1,1
1227503,303,1,1,1
1228169,500,1,1,1
1228932,100,2,1,1
1228961,303,1,1,1
1229159,100,1,1,1
1229880,902,1,1,1
1230557,904,2,1,1
1232801,1101,1,1,1
1232826,303,1,1,1
1233088,104,2,1,1
1233229,101,2,1,1
1234119,300,1,1,1
1234463,1101,2,1,1
1235509,905,2,1,1
1235823,1300,1,1,1
1236338,901,1,1,1
1236743,500,1,1,1
1236932,305,1,1,1
1237090,1300,2,1,1
1237473,1300,2,1,1
1237777,905,1,1,1
1238604,1500,2,1,1
1240066,1101,1,1,1
1240228,500,1,1,1
1240386,105,2,1,1
1240704,903,2,1,1
1243523,903,2,1,1
1243582,102,1,1,1
1244082,904,1,1,1
1244515,101,1,1,1
1245202,1300,2,1,1
1245670,104,2,1,1
1245976,700,1,1,1
1245984,1101,1,1,1
1247040,302,2,1,1
1247372,302,1,1,1
1247409,302,2,1,1
1247778,301,1,1,1
1247948,1500,1,1,1
1248357,1101,2,1,1
1249715,300,1,1,1
1251567,301,2,1,1
1251622,903,2,1,1
1254302,302,2,1,1
1254954,302,2,1,1
1255088,303,2,1,1
1255095,900,2,1,1
1255490,901,1,1,1
1255607,100,2,1,1
1255683,1101,2,1,1
1256284,100,2,1,1
1256503,104,2,1,1
1257284,306,2,1,1
1257347,906,2,1,1
1257950,306,2,1,1
1262435,305,2,1,1
1263082,102,2,1,1
1263230,105,2,1,1
1263789,902,1,1,1
1263920,900,2,1,1
1266934,1300,2,1,1
1267176,1300,2,1,1
1267621,905,2,1,1
1268449,1101,1,1,1
1268515,104,2,1,1
1268987,1101,2,1,1
1269324,302,1,1,1
1269331,1300,2,1,1
1270624,1101,1,1,1
1270862,903,1,1,1
1271416,305,2,1,1
1271695,905,2,1,1
1272062,1101,2,1,1
1272694,302,1,1,1
1273288,306,1,1,1
1273373,105,1,1,1
1273394,1101,1,1,1
1273837,100,2,1,1
1276187,1101,2,1,1
1276308,305,2,1,1
1277549,1300,2,1,1
1278132,104,2,1,1
1280375,104,2,1,1
1281052,303,2,1,1
1281775,304,1,1,1
1284945,903,2,1,1
1285514,104,2,1,1
1286454,1101,2,1,1
1287038,303,1,1,1
1288280,1300,2,1,1
1288780,905,1,1,1
1288790,306,1,1,1
1289772,1101,1,1,1
1290681,1300,2,1,1
1292026,302,2,1,1
1292034,1101,2,1,1
1292091,904,2,1,1
1292176,300,1,1,1
1292202,302,1,1,1
1292731,302,2,1,1
1292899,103,1,1,1
1293143,905,2,1,1
1294846,302,2,1,1
1294938,100,1,1,1
1296070,300,1,1,1
1297017,901,2,1,1
1297097,302,2,1,1
1297158,305,2,1,1
1297452,306,1,1,1
1297817,1300,2,1,1
1298034,903,2,1,1
1298663,300,1,1,1
1299243,101,2,1,1
1301649,100,2,1,1
1302656,1100,1,1,1
1302836,300,1,1,1
1302855,303,1,1,1
1303455,101,2,1,1
1303500,1101,2,1,1
1304552,101,2,1,1
1305343,306,1,1,1
1305371,1300,2,1,1
1305990,900,2,1,1
1306473,300,1,1,1
1306561,905,2,1,1
1306958,303,2,1,1
1307701,1101,2,1,1
1309044,304,2,1,1
1309508,1300,2,1,1
1310225,300,2,1,1
1310511,906,1,1,1
1310577,300,1,1,1
1311651,1101,2,1,1
1313013,1300,2,1,1
1313725,700,2,1,1
1313740,1500,2,1,1
1314360,104,2,1,1
1314713,1500,1,1,1
1315022,1101,1,1,1
1315133,900,1,1,1
1315775,1100,1,1,1
1317315,903,2,1,1
1317477,1101,1,1,1
1318205,302,2,1,1
1318373,903,2,1,1
1318412,1500,1,1,1
1319838,305,1,1,1
1320697,903,2,1,1
1321069,303,1,1,1
1321086,305,2,1,1
1321208,1300,1,1,1
1321369,1300,2,1,1
1321689,101,2,1,1
1321853,305,2,1,1
1322129,903,2,1,1
1322937,300,2,1,1
1323951,303,2,1,1
1324289,302,2,1,1
1324348,303,2,1,1
1325179,104,2,1,1
1325744,1500,2,1,1
1327349,700,1,1,1
1327853,300,1,1,1
1328005,1100,2,1,1
1328483,303,1,1,1
1328617,101,2,1,1
1330332,905,2,1,1
1331911,700,2,1,1
1332097,302,2,1,1
1333426,103,2,1,1
1333688,305,2,1,1
1333774,301,1,1,1
1335122,302,1,1,1
1336349,1500,2,1,1
1336517,100,2,1,1
1337399,103,2,1,1
1337408,1500,1,1,1
1337801,302,2,1,1
1337880,1101,2,1,1
1337924,905,1,1,1
1338444,700,1,1,1
1342133,105,1,1,1
1342511,301,1,1,1
1343041,904,2,1,1
1343404,302,1,1,1
1344210,700,1,1,1
1345090,102,1,1,1
1345535,305,2,1,1
1345638,306,1,1,1
1345794,105,1,1,1
1346792,300,1,1,1
1347079,1300,2,1,1
1347965,1300,2,1,1
1348716,1100,2,1,1
1349284,303,2,1,1
1350353,300,2,1,1
1350897,104,2,1,1
1351145,101,2,1,1
1351899,500,2,1,1
1352936,300,2,1,1
1353170,1101,1,1,1
1354022,901,2,1,1
1355628,700,2,1,1
1356759,102,1,1,1
1357834,1300,2,1,1
1359103,1101,1,1,1
1359273,303,1,1,1
1360720,903,2,1,1
1361232,1300,2,1,1
1363644,905,2,1,1
1363658,100,2,1,1
1363678,302,2,1,1
1364073,302,1,1,1
1364779,905,2,1,1
1364855,102,2,1,1
1365006,103,1,1,1
1366490,1101,1,1,1
1367132,101,1,1,1
1368260,105,1,1,1
1368418,302,2,1,1
1368903,303,2,1,1
1368948,306,2,1,1
1369037,101,2,1,1
1369279,305,2,1,1
1369928,903,1,1,1
1370861,1500,1,1,1
1370870,1300,2,1,1
1371258,1300,1,1,1
1371290,905,1,1,1
1371483,902,1,1,1
1371724,905,1,1,1
1373234,101,2,1,1
1374874,901,1,1,1
1374915,302,2,1,1
1375243,101,2,1,1
1375790,100,1,1,1
1376023,104,1,1,1
1376061,903,2,1,1
1376098,1300,2,1,1
1377548,904,2,1,1
1377742,1101,2,1,1
1379530,1100,1,1,1
1382862,102,2,1,1
1383987,902,1,1,1
1384631,303,2,1,1
1384827,1300,2,1,1
1385068,1300,1,1,1
1385104,302,1,1,1
1385539,905,2,1,1
1385662,302,2,1,1
1385764,900,1,1,1
1386302,302,1,1,1
1386352,1101,2,1,1
1386866,1300,1,1,1
1389291,902,1,1,1
1391403,900,2,1,1
1391696,500,2,1,1
1392741,903,2,1,1
1394344,104,1,1,1
1394721,1500,2,1,1
1395838,300,2,1,1
1396717,101,2,1,1
1397827,302,1,1,1
1398232,900,2,1,1
1399168,905,1,1,1
1399464,1300,1,1,1
1400167,304,1,1,1
1400317,301,2,1,1
1401554,300,1,1,1
1401628,900,1,1,1
1401848,300,1,1,1
1402356,302,2,1,1
1402573,302,2,1,1
1404419,105,1,1,1
1404933,1101,2,1,1
1405053,302,1,1,1
1406019,905,2,1,1
1406646,906,1,1,1
1407433,1300,1,1,1
1407511,100,2,1,1
1409049,1101,2,1,1
1409237,1101,2,1,1
1410393,1300,1,1,1
1410687,1300,2,1,1
1410850,1300,2,1,1
1411667,303,2,1,1
1413383,303,1,1,1
1413745,1300,2,1,1
1414921,1100,1,1,1
1414977,305,1,1,1
1415077,905,2,1,1
1415610,902,1,1,1
1415933,300,1,1,1
1416867,1101,2,1,1
1416932,101,2,1,1
1417035,905,2,1,1
1417757,100,1,1,1
1418024,1300,2,1,1
1419907,903,2,1,1
1423209,903,2,1,1
1424393,1300,2,1,1
1424441,101,2,1,1
1426885,100,1,1,1
1426907,1101,1,1,1
1426964,903,2,1,1
1427430,300,1,1,1
1427753,1101,2,1,1
1428551,904,2,1,1
1430215,300,1,1,1
1430727,300,1,1,1
1432808,304,1,1,1
1433379,100,2,1,1
1433637,300,2,1,1
1434904,904,2,1,1
1435814,1100,1,1,1
1437228,101,1,1,1
1437305,1101,2,1,1
1437640,302,2,1,1
1437919,301,1,1,1
1439164,1101,1,1,1
1439441,1101,2,1,1
1439677,1500,1,1,1
1440402,302,2,1,1
1441768,300,1,1,1
1441804,300,1,1,1
1442414,303,2,1,1
1442558,101,2,1,1
1442842,302,2,1,1
1443116,306,2,1,1
1444238,305,2,1,1
1444914,900,1,1,1
1446126,700,1,1,1
1446329,302,2,1,1
1446630,904,1,1,1
1448756,1300,2,1,1
1449381,1500,1,1,1
1449504,900,1,1,1
1450736,905,2,1,1
1450817,1300,1,1,1
1451249,902,2,1,1
1451671,1100,1,1,1
1451737,1300,2,1,1
1451900,1500,2,1,1
1452095,1101,1,1,1
1452316,1101,2,1,1
1453128,900,2,1,1
1453142,302,1,1,1
1453258,1101,2,1,1
1453666,905,2,1,1
1453808,500,1,1,1
1454881,104,2,1,1
1455230,902,2,1,1
1455962,101,1,1,1
1456769,905,2,1,1
1458525,905,2,1,1
1459198,1500,2,1,1
1459579,303,1,1,1
1459978,102,2,1,1
1460762,1500,1,1,1
1460909,1300,2,1,1
1461832,903,2,1,1
1462163,1500,2,1,1
1462283,305,2,1,1
1463050,905,2,1,1
1463557,300,1,1,1
1463618,101,1,1,1
1465429,1300,2,1,1
1465746,900,2,1,1
1466337,904,2,1,1
1468550,301,1,1,1
1468833,903,2,1,1
1468943,500,2,1,1
1469218,903,1,1,1
1469386,1300,2,1,1
1473429,101,2,1,1
1474113,304,2,1,1
1474614,1300,2,1,1
1475464,700,2,1,1
1475738,100,1,1,1
1476326,303,2,1,1
1476801,700,2,1,1
1477038,1500,1,1,1
1477108,104,2,1,1
1477159,304,2,1,1
1477607,302,2,1,1
1478053,900,1,1,1
1478644,700,2,1,1
1479481,1100,1,1,1
1481533,903,2,1,1
1481692,302,1,1,1
1482385,903,2,1,1
1483262,305,1,1,1
1483709,902,1,1,1
1484198,1100,2,1,1
1484276,902,1,1,1
1486089,903,2,1,1
1486220,103,2,1,1
1486410,700,2,1,1
1487422,901,1,1,1
1487454,105,2,1,1
1487534,302,2,1,1
1487590,300,1,1,1
1487784,500,1,1,1
1488091,302,2,1,1
1488312,102,2,1,1
1490314,100,2,1,1
1491306,903,2,1,1
1492096,303,2,1,1
1492411,500,1,1,1
1493073,1500,1,1,1
